Name of Department,Module ID,Name of Module,Name of Type,Activity ID,Name,Day,Start Time,End Time,Whole-Class/Subgroup,Size,Real Size,Duration,Weeks,Number of weeks,Room,Building,Campus
University Secretary,IAD2122_SV1_YR,Institute for Academic Development,*Workshop,#SPLUSDBD708,IAD - PGT - Mini Writing Bootcamp,Wed,9:00,11:00,,40,0,4,Sem1 wk8,1,LLTC_3.2,Lister Learning and Teaching Centre,*Central
University Secretary,IAD2122_SV1_YR,Institute for Academic Development,*Workshop,#SPLUSDBD7EB,IAD - RS - Changing Direction: Exploring Options,Mon,10:00,12:00,,40,0,4,Sem1 wk7,1,LLTC_3.2,Lister Learning and Teaching Centre,*Central
University Secretary,IAD2122_SV1_YR,Institute for Academic Development,*Workshop,#SPLUSDBD7F1,IAD - RS - Academic Interviews,Mon,10:00,12:00,,40,0,4,Sem1 wk9,1,LLTC_1.2,Lister Learning and Teaching Centre,*Central
University Secretary,IAD2122_SV1_YR,Institute for Academic Development,*Workshop,#SPLUSDBD856,IAD - PGT - Mini Writing Bootcamp,Wed,9:00,11:00,,40,0,4,Sem1 wk11,1,LLTC_3.2,Lister Learning and Teaching Centre,*Central
University Secretary,IAD2122_SV1_YR,Institute for Academic Development,*Workshop,#SPLUSDBD862,IAD - SoTL - Reading and Writing about Teaching 03,Wed,9:00,17:00,,11,0,16,Sem1 wk7,1,LLTC_G.13,Lister Learning and Teaching Centre,*Central
University Secretary,IAD2122_SV1_YR,Institute for Academic Development,*Workshop,#SPLUSDBD9B8,IAD - UG - How to Succeed at University (1715-1845),Tue,17:00,19:00,,40,0,4,Sem1 wk1,1,LLTC_3.2,Lister Learning and Teaching Centre,*Central
University Secretary,IAD2122_SV1_YR,Institute for Academic Development,*Workshop,#SPLUSDBD9BA,IAD - UG - Making Notes in Lectures,Wed,13:30,15:00,,40,0,3,Sem1 wk1,1,LLTC_3.2,Lister Learning and Teaching Centre,*Central
University Secretary,IAD2122_SV1_YR,Institute for Academic Development,*Workshop,#SPLUSDBD9BC,IAD - UG - Getting Started with Essay Writing,Wed,13:30,15:00,,40,0,3,Sem1 wk2,1,LLTC_3.2,Lister Learning and Teaching Centre,*Central
University Secretary,IAD2122_SV1_YR,Institute for Academic Development,*Workshop,#SPLUSDBD9BE,IAD - UG - How to Read and Write Critically,Wed,13:30,15:00,,40,0,3,Sem1 wk3,1,LLTC_3.2,Lister Learning and Teaching Centre,*Central
University Secretary,IAD2122_SV1_YR,Institute for Academic Development,*Workshop,#SPLUSDBD9C0,IAD - UG - Time Management ( 1715-1845),Wed,17:00,19:00,,40,0,4,Sem1 wk4,1,LLTC_3.2,Lister Learning and Teaching Centre,*Central
University Secretary,IAD2122_SV1_YR,Institute for Academic Development,*Workshop,#SPLUSDBD9C6,IAD - UG - Getting to Grips with Essay Writing,Wed,13:30,15:00,,40,0,3,Sem1 wk6,1,LLTC_3.2,Lister Learning and Teaching Centre,*Central
"School of History, Classics and Archaeology",ANHI08014_SV1_SEM1,Ancient History 2a: Past and Present in the Ancient World,*Tutorial,#SPLUSDBDABE,Ancient History 2A - Tutorial/01,Fri,15:00,16:00,,12,11,2,Sem1 wk3-Sem1 wk10,8,MST_2.26 Meeting/ Tutorial Room - Doorway 4,"Medical School, Teviot",*Central
"School of History, Classics and Archaeology",ANHI08014_SV1_SEM1,Ancient History 2a: Past and Present in the Ancient World,*Tutorial,#SPLUSDBDAC2,Ancient History 2A - Tutorial/03,Thu,15:00,16:00,,12,12,2,Sem1 wk3-Sem1 wk10,8,MST_G.09 Seminar Room - Doorway 4,"Medical School, Teviot",*Central
"School of History, Classics and Archaeology",ANHI08014_SV1_SEM1,Ancient History 2a: Past and Present in the Ancient World,*Tutorial,#SPLUSDBDAC4,Ancient History 2A - Tutorial/04,Fri,10:00,11:00,,12,10,2,Sem1 wk3-Sem1 wk10,8,MST_01M.20 Meeting/ Tutorial Room - Doorway 4,"Medical School, Teviot",*Central
"School of History, Classics and Archaeology",ANHI08014_SV1_SEM1,Ancient History 2a: Past and Present in the Ancient World,*Tutorial,#SPLUSDBDAC6,Ancient History 2A - Tutorial/05,Thu,16:00,17:00,,12,12,2,Sem1 wk3-Sem1 wk10,8,MST_01M.19 Meeting Room - Doorway 4,"Medical School, Teviot",*Central
"School of History, Classics and Archaeology",ANHI08014_SV1_SEM1,Ancient History 2a: Past and Present in the Ancient World,*Tutorial,#SPLUSDBDAC8,Ancient History 2A - Tutorial/06,Fri,9:00,10:00,,12,10,2,Sem1 wk3-Sem1 wk10,8,MST_01M.20 Meeting/ Tutorial Room - Doorway 4,"Medical School, Teviot",*Central
"School of History, Classics and Archaeology",ANHI08014_SV1_SEM1,Ancient History 2a: Past and Present in the Ancient World,*Tutorial,#SPLUSDBDACA,Ancient History 2A - Tutorial/07,Thu,14:00,15:00,,12,12,2,Sem1 wk3-Sem1 wk10,8,MST_01M.27 Meeting / Tutorial Room - Doorway 4,"Medical School, Teviot",*Central
"School of History, Classics and Archaeology",ANHI08014_SV1_SEM1,Ancient History 2a: Past and Present in the Ancient World,*Tutorial,#SPLUSDBDACC,Ancient History 2A - Tutorial/08,Fri,13:00,14:00,,12,12,2,Sem1 wk3-Sem1 wk10,8,MST_G.10 Seminar Room - Doorway 4,"Medical School, Teviot",*Central
"School of History, Classics and Archaeology",ANHI08014_SV1_SEM1,Ancient History 2a: Past and Present in the Ancient World,*Tutorial,#SPLUSDBDACE,Ancient History 2A - Tutorial/09,Fri,12:00,13:00,,12,12,2,Sem1 wk3-Sem1 wk10,8,MST_G.16 Seminar Room - Doorway 4,"Medical School, Teviot",*Central
"School of History, Classics and Archaeology",HIST08035_SV1_SEM1,Medieval Worlds: A Journey through the Middle Ages,*Tutorial,#SPLUSDBDBCE,Medieval Worlds - Tutorial/01,Tue,14:00,15:00,,12,12,2,Sem1 wk2-Sem1 wk11,10,MST_G.09 Seminar Room - Doorway 4,"Medical School, Teviot",*Central
"School of History, Classics and Archaeology",HIST08035_SV1_SEM1,Medieval Worlds: A Journey through the Middle Ages,*Tutorial,#SPLUSDBDBD0,Medieval Worlds - Tutorial/02,Thu,13:00,14:00,,12,12,2,Sem1 wk2-Sem1 wk11,10,MST_G.15 Seminar Room - Doorway 4,"Medical School, Teviot",*Central
"School of History, Classics and Archaeology",HIST08035_SV1_SEM1,Medieval Worlds: A Journey through the Middle Ages,*Tutorial,#SPLUSDBDBD4,Medieval Worlds - Tutorial/04,Fri,17:00,18:00,,12,10,2,Sem1 wk2-Sem1 wk11,10,MST_G.12 Seminar Room - Doorway 4,"Medical School, Teviot",*Central
"School of History, Classics and Archaeology",HIST08035_SV1_SEM1,Medieval Worlds: A Journey through the Middle Ages,*Tutorial,#SPLUSDBDBD6,Medieval Worlds - Tutorial/05,Thu,9:00,10:00,,12,12,2,Sem1 wk2-Sem1 wk11,10,MST_G.11 Seminar Room - Doorway 4,"Medical School, Teviot",*Central
"School of History, Classics and Archaeology",HIST08035_SV1_SEM1,Medieval Worlds: A Journey through the Middle Ages,*Tutorial,#SPLUSDBDBDC,Medieval Worlds - Tutorial/08,Thu,13:00,14:00,,12,12,2,Sem1 wk2-Sem1 wk11,10,MST_2.27 Meeting/ Tutorial Room - Doorway 4,"Medical School, Teviot",*Central
"School of History, Classics and Archaeology",HIST08035_SV1_SEM1,Medieval Worlds: A Journey through the Middle Ages,*Tutorial,#SPLUSDBDBDE,Medieval Worlds - Tutorial/09,Thu,16:00,17:00,,12,12,2,Sem1 wk2-Sem1 wk11,10,LLTC_5.3,Lister Learning and Teaching Centre,*Central
"School of History, Classics and Archaeology",HIST08035_SV1_SEM1,Medieval Worlds: A Journey through the Middle Ages,*Tutorial,#SPLUSDBDBE0,Medieval Worlds - Tutorial/10,Fri,13:00,14:00,,12,11,2,Sem1 wk2-Sem1 wk11,10,MST_01M.19 Meeting Room - Doorway 4,"Medical School, Teviot",*Central
"School of History, Classics and Archaeology",HIST08035_SV1_SEM1,Medieval Worlds: A Journey through the Middle Ages,*Tutorial,#SPLUSDBDBE6,Medieval Worlds - Tutorial/13,Tue,16:00,17:00,,12,9,2,Sem1 wk2-Sem1 wk11,10,MST_01M.19 Meeting Room - Doorway 4,"Medical School, Teviot",*Central
"School of History, Classics and Archaeology",HIST08035_SV1_SEM1,Medieval Worlds: A Journey through the Middle Ages,*Tutorial,#SPLUSDBDBE8,Medieval Worlds - Tutorial/14,Mon,17:00,18:00,,12,11,2,Sem1 wk2-Sem1 wk11,10,MST_2.27 Meeting/ Tutorial Room - Doorway 4,"Medical School, Teviot",*Central
"School of History, Classics and Archaeology",HIST08035_SV1_SEM1,Medieval Worlds: A Journey through the Middle Ages,*Tutorial,#SPLUSDBDBEA,Medieval Worlds - Tutorial/15,Fri,13:00,14:00,,12,12,2,Sem1 wk2-Sem1 wk11,10,MST_G.11 Seminar Room - Doorway 4,"Medical School, Teviot",*Central
"School of History, Classics and Archaeology",HIST08035_SV1_SEM1,Medieval Worlds: A Journey through the Middle Ages,*Tutorial,#SPLUSDBDBEE,Medieval Worlds - Tutorial/17,Mon,9:00,10:00,,12,12,2,Sem1 wk2-Sem1 wk11,10,MST_01M.19 Meeting Room - Doorway 4,"Medical School, Teviot",*Central
"School of History, Classics and Archaeology",HIST08035_SV1_SEM1,Medieval Worlds: A Journey through the Middle Ages,*Tutorial,#SPLUSDBDBF2,Medieval Worlds - Tutorial/19,Mon,13:00,14:00,,12,12,2,Sem1 wk2-Sem1 wk11,10,MST_G.10 Seminar Room - Doorway 4,"Medical School, Teviot",*Central
"School of History, Classics and Archaeology",HIST08035_SV1_SEM1,Medieval Worlds: A Journey through the Middle Ages,*Tutorial,#SPLUSDBDBF8,Medieval Worlds - Tutorial/22,Thu,17:00,18:00,,12,11,2,Sem1 wk2-Sem1 wk11,10,MST_2.26 Meeting/ Tutorial Room - Doorway 4,"Medical School, Teviot",*Central
"School of History, Classics and Archaeology",HIST08035_SV1_SEM1,Medieval Worlds: A Journey through the Middle Ages,*Tutorial,#SPLUSDBDBFA,Medieval Worlds - Tutorial/23,Thu,17:00,18:00,,12,11,2,Sem1 wk2-Sem1 wk11,10,MST_01M.20 Meeting/ Tutorial Room - Doorway 4,"Medical School, Teviot",*Central
"School of History, Classics and Archaeology",HIST08035_SV1_SEM1,Medieval Worlds: A Journey through the Middle Ages,*Tutorial,#SPLUSDBDBFC,Medieval Worlds - Tutorial/24,Mon,13:00,14:00,,12,12,2,Sem1 wk2-Sem1 wk11,10,MST_2.27 Meeting/ Tutorial Room - Doorway 4,"Medical School, Teviot",*Central
"School of History, Classics and Archaeology",HIST08035_SV1_SEM1,Medieval Worlds: A Journey through the Middle Ages,*Tutorial,#SPLUSDBDBFE,Medieval Worlds - Tutorial/25,Thu,16:00,17:00,,12,12,2,Sem1 wk2-Sem1 wk11,10,MST_01M.27 Meeting / Tutorial Room - Doorway 4,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME10035_SS1_SEM1,Antibiotic Crisis,*Seminar,#SPLUS9E6A9E,Antibiotic Crisis - Seminar,Mon,14:00,17:00,WC,28,27,6,Sem1 wk2-Sem1 wk11,10,MST_Teaching Room 07 (1.434) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME10035_SS1_SEM1,Antibiotic Crisis,*Seminar,#SPLUS9E6AA2,Antibiotic Crisis - Seminar,Tue,14:00,17:00,WC,28,27,6,"Sem1 wk1-Sem1 wk5, Sem1 wk7-Sem1 wk11",10,MST_Teaching Room 07 (1.434) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME10046_SS1_SEM1,Applied Human Osteology,*Lecture,#SPLUS9E6AA4,Applied Human Osteology - Lecture/Tutorial,Mon,9:00,12:00,WC,25,13,6,"Sem1 wk1-Sem1 wk3, Sem1 wk5, Sem1 wk7-Sem1 wk9",7,MST_Room 425 Anatomy Lecture Theatre - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME10046_SS1_SEM1,Applied Human Osteology,*Practical,#SPLUS9E6AA8,Applied Human Osteology - Flexible Session,Mon,9:00,12:00,WC,13,13,6,"Sem1 wk4, Sem1 wk6, Sem1 wk10",3,MST_Teaching Room 05 (G.200) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME10046_SS1_SEM1,Applied Human Osteology,*Lecture,#SPLUS9E6AAC,Applied Human Osteology - Lecture/Tutorial,Tue,9:00,12:00,WC,25,13,6,"Sem1 wk1, Sem1 wk4, Sem1 wk6",3,1GS_G.8 Gaddum LT,1 George Square (Neuroscience),*George Square/Buccleuch
Deanery of Biomedical Sciences,BIME10046_SS1_SEM1,Applied Human Osteology,*Practical,#SPLUS9E6AB7,Applied Human Osteology - Practical/Revision Class,Tue,9:00,12:00,WC,25,13,6,"Sem1 wk2-Sem1 wk3, Sem1 wk7-Sem1 wk10",6,MST_Room 467 Small Anatomy Teaching Lab - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME10046_SS1_SEM1,Applied Human Osteology,*Practical,#SPLUS9E6ABB,Applied Human Osteology - Practical Exam,Tue,9:00,12:00,WC,25,13,6,Sem1 wk11,1,MST_Room 265 Anatomy Teaching Lab - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME11149_SS1_SEM1,"Basic Human Anatomy, Imaging and Embryology 1",*Seminar,#SPLUS9E6AEA,"Basic Human Anatomy, Imaging & Embryology 1 - MSc Embryology Bi & Trilaminar",Mon,10:00,11:30,WC,25,27,3,Sem1 wk3,1,LLTC_1.3,Lister Learning and Teaching Centre,*Central
Deanery of Biomedical Sciences,BIME11149_SS1_SEM1,"Basic Human Anatomy, Imaging and Embryology 1",*Seminar,#SPLUS9E6AEE,"Basic Human Anatomy, Imaging & Embryology 1 - MSc Embryology Seminar",Thu,9:00,11:00,WC,25,27,4,Sem1 wk2,1,MST_Teaching Room 13 (01M.473) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME11149_SS1_SEM1,"Basic Human Anatomy, Imaging and Embryology 1",*Seminar,#SPLUS9E6AF2,"Basic Human Anatomy, Imaging & Embryology 1 - MSc Principles Seminar",Wed,14:00,17:00,WC,25,27,6,Sem1 wk1-Sem1 wk11,11,MST_Teaching Room 12 (01M.469) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME11149_SS1_SEM1,"Basic Human Anatomy, Imaging and Embryology 1",*Seminar,#SPLUS9E6AF6,"Basic Human Anatomy, Imaging & Embryology 1 - MSc Embryology Seminar",Fri,9:00,11:00,WC,25,27,4,Sem1 wk9,1,MST_Teaching Room 13 (01M.473) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME11149_SS1_SEM1,"Basic Human Anatomy, Imaging and Embryology 1",*Seminar,#SPLUS9E6AFA,"Basic Human Anatomy, Imaging & Embryology 1 - MSc Embryology Seminar",Mon,14:00,17:00,WC,25,27,6,Sem1 wk10,1,MST_Teaching Room 13 (01M.473) - Doorway 3,"Medical School, Teviot",*Central
"Deanery of Molecular, Genetic and Population Health Sciences",PUHR11001_SS1_SEM1,Health Promotion,*Lecture,#SPLUS9E6B76,Health Promotion - Classwork,Tue,11:00,13:00,WC,70,65,4,Sem1 wk7-Sem1 wk11,5,40GS_LG.11,40 George Square Lower Teaching Hub,*George Square/Buccleuch
"Deanery of Molecular, Genetic and Population Health Sciences",PUHR11001_SS1_SEM1,Health Promotion,*Lecture,#SPLUS9E6B7A,Health Promotion - Classwork,Thu,11:00,13:00,WC,70,65,4,Sem1 wk7-Sem1 wk10,4,40GS_LG.11,40 George Square Lower Teaching Hub,*George Square/Buccleuch
"Deanery of Molecular, Genetic and Population Health Sciences",PUHR11001_SS1_SEM1,Health Promotion,*Lecture,#SPLUS9E6B7E,Health Promotion - Classwork,Thu,11:00,16:00,WC,70,65,10,Sem1 wk11,1,40GS_LG.11,40 George Square Lower Teaching Hub,*George Square/Buccleuch
"Deanery of Molecular, Genetic and Population Health Sciences",PUHR11032_SS1_SB1,Introduction to Epidemiology,*Lecture,#SPLUS9E6B81,Introduction to Epidemiology - Classwork,Tue,11:00,13:00,WC,70,70,4,Sem1 wk1-Sem1 wk5,5,40GS_LG.11,40 George Square Lower Teaching Hub,*George Square/Buccleuch
"Deanery of Molecular, Genetic and Population Health Sciences",PUHR11032_SS1_SB1,Introduction to Epidemiology,*Lecture,#SPLUS9E6B85,Introduction to Epidemiology - Classwork,Thu,11:00,13:00,WC,70,70,4,Sem1 wk1-Sem1 wk5,5,40GS_LG.11,40 George Square Lower Teaching Hub,*George Square/Buccleuch
"Deanery of Molecular, Genetic and Population Health Sciences",PUHR11033_SS1_SB2,Introduction to Qualitative Research,*Lecture,#SPLUS9E6B90,Introduction to Qualitative Research Methods - Classwork,Tue,9:00,11:00,WC,70,69,4,Sem1 wk7-Sem1 wk11,5,40GS_LG.11,40 George Square Lower Teaching Hub,*George Square/Buccleuch
"Deanery of Molecular, Genetic and Population Health Sciences",PUHR11050_SV1_SB1,Introduction to Statistics,*Tutorial,#SPLUS9E6B9B,Introduction to Statistics - Tutorial/01,Wed,11:00,13:00,,20,16,4,Sem1 wk1-Sem1 wk5,5,CMB_Seminar Room 4,Chrystal MacMillan Building,*George Square/Buccleuch
"Deanery of Molecular, Genetic and Population Health Sciences",PUHR11050_SV1_SB1,Introduction to Statistics,*Tutorial,#SPLUS9E6B9D,Introduction to Statistics - Tutorial/02,Wed,11:00,13:00,,20,18,4,Sem1 wk1-Sem1 wk5,5,SLL_G.4,St Leonards Land,*Holyrood
"Deanery of Molecular, Genetic and Population Health Sciences",PUHR11038_SS1_SB2,Introduction to Systematic Reviews,*Lecture,#SPLUS9E6BB7 003,"Introduction to Systematic Reviews - Classwork <17, 19>",Mon,11:00,13:00,,65,82,4,"Sem1 wk9, Sem1 wk11",2,40GS_LG.11,40 George Square Lower Teaching Hub,*George Square/Buccleuch
"Deanery of Molecular, Genetic and Population Health Sciences",PUHR11085_SS1_SB1,Principles of Public Health,*Lecture,#SPLUS9E6BF0,Principles of Public Health - Classwork,Tue,9:00,11:00,WC,70,64,4,Sem1 wk1-Sem1 wk4,4,40GS_LG.11,40 George Square Lower Teaching Hub,*George Square/Buccleuch
"Deanery of Molecular, Genetic and Population Health Sciences",PUHR11085_SS1_SB1,Principles of Public Health,*Lecture,#SPLUS9E6BF4,Principles of Public Health - Classwork,Thu,9:00,11:00,WC,70,64,4,Sem1 wk5,1,40GS_LG.11,40 George Square Lower Teaching Hub,*George Square/Buccleuch
"Deanery of Molecular, Genetic and Population Health Sciences",PUHR11085_SS1_SB1,Principles of Public Health,*Tutorial,#SPLUS9E6BF8,Principles of Public Health - Tutorial/01,Tue,9:00,11:00,,15,14,4,Sem1 wk5,1,AT_2.05,Appleton Tower,*George Square/Buccleuch
"Deanery of Molecular, Genetic and Population Health Sciences",PUHR11085_SS1_SB1,Principles of Public Health,*Tutorial,#SPLUS9E6BFA,Principles of Public Health - Tutorial/02,Tue,9:00,11:00,,15,12,4,Sem1 wk5,1,LLTC_1.3,Lister Learning and Teaching Centre,*Central
"Deanery of Molecular, Genetic and Population Health Sciences",PUHR11085_SS1_SB1,Principles of Public Health,*Tutorial,#SPLUS9E6BFC,Principles of Public Health - Tutorial/03,Tue,9:00,11:00,,15,13,4,Sem1 wk5,1,MST_Teaching Room 14 (01M.474) - Doorway 3,"Medical School, Teviot",*Central
"Deanery of Molecular, Genetic and Population Health Sciences",PUHR11085_SS1_SB1,Principles of Public Health,*Tutorial,#SPLUS9E6BFE,Principles of Public Health - Tutorial/04,Tue,9:00,11:00,,15,12,4,Sem1 wk5,1,MST_2.26 Meeting/ Tutorial Room - Doorway 4,"Medical School, Teviot",*Central
"Deanery of Molecular, Genetic and Population Health Sciences",PUHR11085_SS1_SB1,Principles of Public Health,*Tutorial,#SPLUS9E6C00,Principles of Public Health - Tutorial/05,Tue,9:00,11:00,,15,13,4,Sem1 wk5,1,MST_01M.19 Meeting Room - Doorway 4,"Medical School, Teviot",*Central
"Deanery of Molecular, Genetic and Population Health Sciences",PUHR11085_SS1_SB1,Principles of Public Health,*Tutorial,#SPLUS9E6C07,Principles of Public Health - Tutorial/01,Thu,9:00,11:00,,13,14,4,Sem1 wk1-Sem1 wk4,4,AT_2.05,Appleton Tower,*George Square/Buccleuch
"Deanery of Molecular, Genetic and Population Health Sciences",PUHR11085_SS1_SB1,Principles of Public Health,*Tutorial,#SPLUS9E6C09,Principles of Public Health - Tutorial/02,Thu,9:00,11:00,,13,12,4,Sem1 wk1-Sem1 wk4,4,MST_01M.19 Meeting Room - Doorway 4,"Medical School, Teviot",*Central
"Deanery of Molecular, Genetic and Population Health Sciences",PUHR11085_SS1_SB1,Principles of Public Health,*Tutorial,#SPLUS9E6C0B,Principles of Public Health - Tutorial/03,Thu,9:00,11:00,,13,13,4,Sem1 wk1-Sem1 wk4,4,MST_2.26 Meeting/ Tutorial Room - Doorway 4,"Medical School, Teviot",*Central
"Deanery of Molecular, Genetic and Population Health Sciences",PUHR11085_SS1_SB1,Principles of Public Health,*Tutorial,#SPLUS9E6C0D,Principles of Public Health - Tutorial/04,Thu,9:00,11:00,,13,12,4,Sem1 wk1-Sem1 wk4,4,FH_3.D02,Forresthill,*Central
"Deanery of Molecular, Genetic and Population Health Sciences",PUHR11085_SS1_SB1,Principles of Public Health,*Tutorial,#SPLUS9E6C0F,Principles of Public Health - Tutorial/05,Thu,9:00,11:00,,13,13,4,Sem1 wk1-Sem1 wk4,4,MST_Teaching Room 08 (1.420) - Doorway 3,"Medical School, Teviot",*Central
School of GeoSciences,EASC09055_SS1_YR,Research Training for Geophysics,*Lecture,#SPLUS90676E,Research Training for Geophysics (S1) - Lecture,Thu,13:00,16:00,WC,15,7,6,Sem1 wk1-Sem1 wk10,10,MH_G.05,Murchison House,*King's Buildings
School of GeoSciences,EASC11005_SS1_SEM1,Scientific Computing Skills,Computer Workshop,#SPLUS9067AE,Scientific Computing Skills - Computer Lab,Tue,10:00,12:00,WC,11,4,4,"Sem1 wk7-Sem1 wk8, Sem1 wk11",3,CREW_301,Crew,*King's Buildings
School of GeoSciences,EASC11005_SS1_SEM1,Scientific Computing Skills,Computer Workshop,#SPLUS9067B7,Scientific Computing Skills - Computer Lab,Tue,10:00,12:00,WC,11,4,4,"Sem1 wk2-Sem1 wk6, Sem1 wk9",6,CREW_301,Crew,*King's Buildings
School of GeoSciences,EASC10108_SV1_SEM1,Petroleum Systems,Computer Workshop,#SPLUS9067CD,Petroleum Systems - Computer Workshop (wk4-10),Fri,15:00,17:00,WC,15,14,4,Sem1 wk4-Sem1 wk9,6,CREW_301,Crew,*King's Buildings
School of GeoSciences,EASC11005_SS1_SEM1,Scientific Computing Skills,Computer Workshop,#SPLUS906901,Scientific Computing Skills - Computer Lab,Tue,10:00,12:00,WC,11,4,4,Sem1 wk10,1,CREW_301,Crew,*King's Buildings
School of GeoSciences,EASC11008_SV1_YR,Natural Hazards and Risk,*Tutorial,#SPLUS9069DD,Natural Hazards and Risk (S1) - Tutorial/01,Fri,11:00,13:00,,15,13,4,Sem1 wk3-Sem1 wk11,9,MH_G.04,Murchison House,*King's Buildings
School of GeoSciences,EASC11008_SV1_YR,Natural Hazards and Risk,*Tutorial,#SPLUS9069DF,Natural Hazards and Risk (S1) - Tutorial/02,Fri,11:00,13:00,,15,13,4,Sem1 wk3-Sem1 wk11,9,MH_G.05,Murchison House,*King's Buildings
"School of Philosophy, Psychology and Language Sciences",,,*Workshop,#SPLUS34CF12,Origins and Evolution of Language - Tutorial/01,Wed,10:00,11:00,,15,14,2,Sem1 wk1-Sem1 wk11,11,40GS_7.01,40 George Square,*George Square/Buccleuch
"School of Philosophy, Psychology and Language Sciences",,,*Workshop,#SPLUS34CF1C,Origins and Evolution of Language - Tutorial/02,Wed,14:00,15:00,,15,14,2,Sem1 wk1-Sem1 wk11,11,DSB_1.20,Dugald Stewart Building,*Central
"School of Philosophy, Psychology and Language Sciences",,,*Workshop,#SPLUS34CF26,Origins and Evolution of Language - Tutorial/03,Wed,14:00,15:00,,15,14,2,Sem1 wk1-Sem1 wk11,11,7GS_S37,7 George Square,*George Square/Buccleuch
"School of Philosophy, Psychology and Language Sciences",,,*Workshop,#SPLUS34CF32,Origins and Evolution of Language - Tutorial/04,Thu,14:00,15:00,,15,12,2,Sem1 wk1-Sem1 wk11,11,DSB_1.20,Dugald Stewart Building,*Central
"School of Philosophy, Psychology and Language Sciences",,,*Workshop,#SPLUS34CF3C,Origins and Evolution of Language - Tutorial/05,Fri,14:00,15:00,,15,13,2,Sem1 wk1-Sem1 wk11,11,DSB_1.17,Dugald Stewart Building,*Central
"School of Philosophy, Psychology and Language Sciences",,,*Workshop,#SPLUS34CF46,Origins and Evolution of Language - Tutorial/06,Fri,10:00,11:00,,15,13,2,Sem1 wk1-Sem1 wk11,11,40GS_7.01,40 George Square,*George Square/Buccleuch
"School of Philosophy, Psychology and Language Sciences",,,*Workshop,#SPLUS34D004,Phonetics and Laboratory Phonology - Workshop/01,Tue,9:00,11:00,,15,12,4,Sem1 wk1-Sem1 wk11,11,OC_Teaching Room 06,Old College,*Central
"School of Philosophy, Psychology and Language Sciences",,,*Workshop,#SPLUS34D00F,Phonetics and Laboratory Phonology - Workshop/02,Tue,14:00,16:00,,15,12,4,Sem1 wk1-Sem1 wk11,11,40GS_11.01,40 George Square,*George Square/Buccleuch
"School of Philosophy, Psychology and Language Sciences",,,*Workshop,#SPLUS34D01C,Phonetics and Laboratory Phonology - Workshop/03,Wed,9:00,11:00,,15,12,4,Sem1 wk1-Sem1 wk11,11,40GS_11.01,40 George Square,*George Square/Buccleuch
"School of Philosophy, Psychology and Language Sciences",,,*Workshop,#SPLUS34D027,Phonetics and Laboratory Phonology - Workshop/04,Thu,16:00,18:00,,15,0,4,Sem1 wk1-Sem1 wk11,11,MIN_SR4,Minto House,*Central
"School of Philosophy, Psychology and Language Sciences",,,*Workshop,#SPLUS34D052,Reading Old English - Q&A/01,Tue,10:00,11:00,,20,16,2,Sem1 wk1-Sem1 wk11,11,DSB_1.20,Dugald Stewart Building,*Central
"School of Philosophy, Psychology and Language Sciences",,,*Workshop,#SPLUS34D05C,Reading Old English - Q&A/02,Thu,10:00,11:00,,20,19,2,Sem1 wk1-Sem1 wk11,11,DSB_1.20,Dugald Stewart Building,*Central
"School of Philosophy, Psychology and Language Sciences",,,*Workshop,#SPLUS34D085,Speech Processing - Lab/01,Wed,9:00,11:00,,50,59,4,Sem1 wk2-Sem1 wk11,10,AT_4.02 - PPLS Computer Lab,Appleton Tower,*George Square/Buccleuch
"School of Philosophy, Psychology and Language Sciences",,,*Workshop,#SPLUS34D097,Speech Processing - Lab/02,Wed,16:00,18:00,,50,55,4,Sem1 wk2-Sem1 wk11,10,AT_4.02 - PPLS Computer Lab,Appleton Tower,*George Square/Buccleuch
Moray House School of Education and Sport,EDUA11291_SS1_FLEX,Curriculum Plus 2 (Cross-cutting themes in secondary school classrooms),*Tutorial,#SPLUSAD270B,CP2 - Tutorial/Teaching & Learning EAL,Fri,10:00,12:00,.,15,10,4,"Vac3 wk14-Sem1 wk2, Sem1 wk4-Sem1 wk5, Exam1 wk1-Exam1 wk2",9,CL_4.04,Charteris Land,*Holyrood
Moray House School of Education and Sport,EDUA11291_SS1_FLEX,Curriculum Plus 2 (Cross-cutting themes in secondary school classrooms),*Workshop,#SPLUSAD270D,CP2 - Tutorial/Philosophy with Children,Fri,10:00,12:00,.,15,11,4,"Vac3 wk14-Sem1 wk2, Sem1 wk4-Sem1 wk5, Exam1 wk1-Exam1 wk2",9,CL_4.02,Charteris Land,*Holyrood
